state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
OR,59.656065790187036,405.10496182566146,410-7108,yes,no,26.785431002974455,119.83088083030074,100.19311048725827,21.35049180986922,215.4592991015613,86.99413249350435,22.7640210461426,167.15690302818797,118.58988214643473,8.108021413270906,7.540414873375787,7.247876743230551,0.6933495181859732,2.241014054406502,False
OH,67.61428633384457,414.1657111210363,420-3346,no,no,0.55276566721366,206.40244287399273,118.02389950147278,37.903944479839346,162.48252015398768,119.28463642365915,17.13803131680031,136.96078131563672,115.53118087862207,1.6503351560086257,9.411173951790463,5.45543569054417,0.9230977125187692,8.129156188270358,False
VA,142.67078664632405,408.67757950894963,366-4426,no,no,-2.3462336210050863,190.15953420366452,140.88771135367367,29.096408213920583,138.28870921303908,72.81243969143416,16.18497611164046,245.61233584220008,126.90280502309741,9.324254997042173,9.867047843116222,8.421135132196774,0.6172451168496638,4.239826708746114,False
MS,121.03674068921569,415.9746541564738,336-5920,yes,no,-2.9746509377240846,153.58421682475282,114.58904689218618,28.216396000643705,231.14206430748507,114.41751884764145,20.146095546621954,137.6302926782153,91.08179045806504,4.038805736222055,8.496868108462824,1.370729270173232,5.691602663375911,5.833092433587687,True
NY,97.20273720846667,420.63513739597937,338-7683,no,yes,20.561097282813993,130.9349909319006,128.42169287247438,27.464617782337044,219.2339040371172,62.400905493931404,15.55002672296874,71.63001973609515,78.8839465933745,0.7133844880351115,8.609606412572631,3.986717353778585,6.256720352524065,-2.545688540002641,False
SC,52.86735819606995,405.99327197998974,367-2227,no,yes,-1.3127199209523879,193.4603366972684,109.14381599380127,27.580021697837207,272.8361169261838,97.90342781480214,20.28643852118657,242.1237134414001,90.2073781688704,10.706520109255928,10.31433837016054,10.626865057964947,0.6756701343182203,-0.9600047010894235,False
WA,61.89386467751562,407.7795640152288,336-1462,no,yes,0.748816893044826,220.29285555985365,54.840419910031805,38.967023864906785,216.49046020253192,111.6708237826102,22.07870953654118,250.5823452913991,135.56461451166518,11.932463235658373,5.612167401539388,4.96064805925467,3.3648608757345997,5.802599691221987,False
KY,5.628532540433,409.2783718404583,416-3649,no,no,-5.735445479254514,185.52714171138547,115.49498582178856,33.670339333814354,190.3310262462545,65.35699272661648,10.584169434389207,285.64473419486797,56.670488858319146,13.569823392481785,6.528383605948106,10.862551083103657,3.024996426868567,4.633188684878579,False
ND,95.0409863509281,414.9297311223975,371-6284,no,no,-0.13906110774229724,156.65762990153996,118.6438321001739,31.61355913241505,266.71216933716073,70.39117641115098,27.254270117018788,228.609118731516,69.41107290148145,14.064331658221331,12.01201446569219,4.748721364244503,6.36214569555814,1.144751520997881,False
MO,85.5888820371216,413.49814556203404,406-4840,no,no,4.548075373648574,150.9675928317,81.20623378317143,27.84814079987063,223.88522608836507,114.06128182583495,16.307095991379057,204.21822536687947,124.59271768438163,10.630647791895104,7.0164320634669775,1.5713903691804272,3.194698866093381,3.7495819140956246,True
RI,79.08336645526997,403.35222847096725,393-6840,no,no,3.365733207222376,178.51098746621338,71.50735575478869,30.140947826476125,253.71555773604754,87.55475156303277,26.960169905068177,274.4075826271214,101.09576444049438,8.476447390605344,19.097101728067862,6.4806531498953355,2.1453374497815227,1.6656524854473203,False
ND,140.17457324631994,413.46749632284093,401-7359,no,yes,-1.7555522295799975,126.95990374960806,100.81835391793793,22.860219586530114,178.66987652282904,66.14953907168197,15.08819462495688,138.7906349544793,126.44754603104562,6.9476226512052195,6.499481297038585,-3.484950425887842,6.959632226575687,-3.0355657705640837,False
NC,125.48482393370318,404.7788927618466,352-4401,yes,yes,25.80938127215164,195.90932236107682,126.51624003695369,31.524886496315975,72.2848988044072,80.6484228939397,8.567712466769063,178.89708264522062,86.43538434578723,9.903132303270802,-0.4098914197711423,3.5405706177670386,-1.201403457953181,1.596964012269684,True
AL,65.40250665292027,409.8201799566287,376-7145,no,yes,1.3794909193944798,145.05738461820803,69.54386475831745,24.136095782926763,250.45710339849833,164.5412124337515,28.105139194798728,128.36535792568583,97.98778060110794,9.626567067286734,17.199736908457538,6.0926290548452045,4.227612643128569,4.837614218570583,False
ND,127.90483506377444,405.61296347498825,411-5677,no,no,-6.9522847506225,226.87121625113326,104.55075037229224,34.97289148089401,172.77481787921388,129.75307499194588,14.08955659683304,189.37033920740885,101.44233550126377,8.057425168934802,11.66769613638599,9.687535810140226,7.338217446605055,3.2389191050324273,False
SD,168.95139068515257,404.85872483770066,341-7112,no,no,3.330462347648032,193.27700125724306,95.90721021168214,37.12108854303267,165.12159571437505,92.43328595024407,13.399200930686282,161.76973326599577,56.973666564148374,7.066597441492884,12.004458635286685,-2.307500751162756,5.0784806829814615,-0.10427163669488149,False
MN,114.99534491004268,416.7513596358788,344-3160,no,yes,33.35923762635028,269.63080678707917,81.99680178845824,47.010471956852534,177.69511465557386,149.4576440138383,13.065482402777823,168.49317679113904,102.6332745019702,10.716689679662874,12.582117603103416,-1.037985181494233,0.8414762913399114,6.800744845501921,False
WI,74.48825919531501,511.80327551224286,402-1942,no,no,38.4939009617322,191.298478698213,91.11017508479345,30.18166261902616,246.40731914718745,96.72254862430361,17.91465019240294,137.50725934178342,98.9583451633088,6.745750068196333,10.354879441322549,2.656845359314253,1.4899913761378478,5.13495624350076,False
AL,150.75866699407783,405.2883621312574,394-9121,no,no,22.819103543270604,174.0677217340538,88.80260424788783,31.534070887987752,184.6201435011684,67.44038248632968,14.970527036294225,268.06106778033273,50.214768770172675,7.154775035662946,5.936756973153608,4.424597138331373,-0.82546408395315,0.6937065763530854,False
MS,40.133679739378564,407.21931410831064,403-1769,no,yes,2.7544386756234998,132.46003829101647,91.3017039842691,25.778043129982997,163.56559301513155,95.91397342295465,12.185477412924184,152.64279022041814,105.05700744891185,1.7113849504612464,13.898122833253773,7.54239026423962,6.658764752125653,-1.8274406091966213,False
ID,42.38004170559977,409.4252720136624,358-5826,no,no,40.69847348955741,145.40687780307425,74.71740458699611,28.15837697636315,170.29941026590944,89.49824359975447,10.65922910760332,216.67256907945483,98.11022233238978,15.152330808390447,1.346802103429929,4.981508358014579,-1.7286800033564793,3.7837041916823253,False
AL,41.95382478325469,413.5169801494519,419-5171,no,no,-0.9931515944162415,253.56718743704585,99.03330015211444,39.977084160500794,211.35883631783716,105.63039044198412,17.458556675466088,161.8106848318594,66.5606442844334,1.9588169321939075,14.050976525403533,6.19071996565215,4.650204506072239,-1.35021233524279,False
HI,111.6129446220063,409.19694570210703,350-5883,no,no,-4.109530395636433,122.93167107361676,90.02088389056584,11.878483552361358,212.5003925375036,116.21349897720495,18.889359708295228,130.61564350200518,138.84190816073175,5.318364327842119,9.71636220919144,9.310685309267193,-2.039534200654206,-1.9201191722194375,False
ME,128.57392764377147,410.47481366884233,405-3533,no,yes,1.7872437201351492,208.63629863899058,64.68525292315428,37.15615825468914,218.18928363002192,77.12466989026473,15.75228379721431,153.59005696450373,62.490092071829196,9.559350923267495,8.162615575469232,0.6141682088295791,9.781272750187949,1.6686720557958745,False
GA,149.42608702535514,507.8608587549261,348-4316,no,no,2.0284121543305735,179.35951572177876,96.0546666567161,27.7493911044853,172.48546710956535,109.38649233073238,13.882650585820173,151.19560989801056,107.31494110656801,1.396178664945042,12.2325617986683,4.612800736961082,-0.3286913757530967,6.158145155525359,True
NE,134.17294102998625,411.15556458158255,343-5219,yes,no,5.355383405897669,248.8730976900791,94.27906552235787,42.9769825179415,166.13136103399202,86.31599763153797,18.709513423695626,299.11428477622275,102.46111808461016,10.045318148650415,18.563830250003573,5.057598202557651,3.317565142585976,5.375775674920014,False
CT,158.60013835798955,505.4529242354596,377-7561,no,no,49.02415078858178,227.14708997334972,96.33307550481977,41.08081116500872,183.80547456264836,78.50571706846495,11.741406576452745,256.1687797035302,52.74210874335335,7.719778409500987,9.859016216349978,3.9104629164029725,6.906180119828091,0.16555133751061474,False
IN,144.24164314199516,506.2571166025686,372-4722,no,no,-1.7816859868672053,249.00865789761755,82.22479863359563,45.60089933349015,150.2801878319468,83.91145234092191,18.455001761809825,174.29292354293796,110.94549443459982,13.16337890685853,5.842825274767023,1.459291976758914,0.05078119703555872,-3.8817289254406075,False
NC,91.49148223216129,417.12898559691365,353-5714,no,no,-3.011587750852544,204.4765546091429,142.05229464912796,39.814221457935595,232.2645730682608,120.92961786859856,17.247929281086996,157.37082562249887,103.34906784200234,12.914462236626969,9.156532830400279,5.462339235623684,3.661313602853589,3.8632614558343654,False
OR,85.42727720821169,420.01336368568974,418-8450,no,no,-4.105474300567159,230.5466524155432,107.03245273348432,43.79907075423191,154.17019266308284,90.30361181968695,13.962712303577602,190.48347095694032,104.45536021066897,6.267484817998456,9.818915224035951,4.388566270476551,2.3945039835861577,-2.418232043736046,False
KY,52.0714560622033,416.4802959645511,415-1141,no,no,4.419673036918411,153.73297888774232,91.12936547763056,31.958646486352066,223.73012993950385,75.76170198976725,22.817489497089575,178.9992226018385,110.89624617508925,9.89849477099136,2.90345666572878,1.1033784554906738,2.814575222125001,1.9251356826958337,False
WY,80.71824206099039,414.878972840398,395-6369,yes,no,-2.3345228528335977,292.7672134048586,108.8437382040805,55.18718102970599,177.29471126591105,96.61662107029699,20.143020643168505,273.8999257057228,70.72272767298149,13.07418726917575,11.366019248403576,5.904850604928722,6.402309795918093,-0.3664766142876807,True
WA,144.47561907323015,401.4144487604334,332-7391,no,yes,4.440689606913922,66.78962168372988,119.46802218312595,14.868652722066502,74.94413220235603,82.2503751577468,7.959462110840564,172.62883613048146,95.96109415241324,6.947620090959004,10.103456608645773,11.628094830179068,0.924889731869768,10.73216769131078,True
NE,47.87677118190201,408.93265883186956,328-8147,no,no,1.5752161225861998,218.68215808746723,74.89527603637774,36.27739558210668,164.97933395642463,103.55833466637205,11.886483446675085,177.59984902580834,114.86866015899287,3.1096705221362733,13.679442735016641,-0.060043468263063726,6.700731103690095,8.173686973053899,False
ME,69.07196038083929,408.38822861068763,395-6913,no,no,0.9897086447818815,171.37845557864472,97.24334042522537,25.062020706302867,153.7221663599117,107.6203772051428,10.841566181688627,228.92064128227088,75.17429001091698,17.212392048552665,21.091327326482418,4.862593589930517,5.107286924539487,-0.37841869182215504,False
MA,145.37032571267224,413.9258119912865,371-1187,no,no,-0.9206049376808949,201.50534530925262,93.44325214223852,41.63681076344724,299.583428290491,72.07997841076305,24.075322744337054,226.9066036029676,123.40312175939076,4.631958673134642,7.668992531119889,5.259480313925053,9.405397619018721,-3.0339133022257405,False
MA,114.01422217680005,411.68249445354365,390-1612,no,no,1.9820187390067525,210.74522999250726,101.73006530280135,36.80885880564806,200.81624692815626,73.80111163491331,23.077769630393362,283.7465587229687,108.3682315032346,13.166315213432737,15.569290049043026,4.378220903921836,0.9041610634888699,-0.7992655051599673,False
ND,53.91083846030479,408.19659774249016,344-5967,no,no,24.953587711489593,164.94210011924793,122.70693215738193,31.836124191922703,130.44197570160728,90.79419185756262,10.420563481751797,175.77326432633805,94.24386048058702,5.967206879266508,7.8898827586364195,4.402704856443978,1.043769925321861,3.8146977721055997,False
NM,68.85478631800501,415.3453941025234,332-1060,no,no,22.89236012559357,254.87717563521167,98.67053884398766,40.76917550692733,261.12975140964375,100.79584457081754,23.04088223796781,227.89378633033743,63.8595973817571,13.044183962188265,6.839468191811971,3.2362821527455012,1.9532010838142666,-0.619246281594048,False
NM,102.41248106323287,512.8332476056208,399-8845,no,no,2.0880143599446006,210.99424799458714,92.83612736599873,38.69176732763692,250.9927430762934,80.93577914472316,18.048728318006344,191.89376493831173,82.78414098448792,11.147840028515947,10.623925886908152,4.768608896722779,-0.2879585175213961,-1.333374093143461,True
MI,129.46091744235676,510.4098068490381,373-1448,no,no,28.56808367233661,177.60606060136433,104.20925685267046,23.145110024880104,227.67766030964216,89.5638937264435,15.730968309272491,327.2065038311689,80.48756286121805,11.6035597459109,6.632883271950071,-1.2168536520341835,5.097650819793079,-1.5710183598878456,False
AL,92.59179297939183,411.68518310500315,329-3222,no,no,-2.3950043362164806,152.62578801998916,112.29090930819984,25.608669826997136,152.27247260640428,101.20937246330182,13.259176672152927,190.19529921460236,82.60672321343063,6.159619407592463,4.633657887348447,9.334667491773313,1.9324804294928124,5.353572139669609,True
WV,111.03748235618306,510.02398208864645,371-6990,yes,no,1.7994803263819537,218.44091718319243,116.53543581389087,36.134766749823136,211.51785387172254,75.90318632015517,16.7457669708647,180.9227290306279,97.20934741386898,3.559545813452349,4.866893994014814,-1.3368344886574701,-0.19837262925500543,0.7652080327117748,False
MI,75.44223997671773,414.653995015578,366-7247,no,no,34.8080430331143,153.88974859691703,103.99158244252467,27.58782630491556,125.52033600253259,84.89191273787837,9.734883024929488,207.86629720330026,53.96341809209401,9.674403662981431,15.084390693795019,9.269909849559678,0.47162292887508217,0.5528343673017628,False
OH,129.33959352808984,418.19293655874156,388-8797,no,yes,1.4667300352734136,232.62979843991153,121.06389236830704,43.65607402980332,247.621883219935,90.59723899230968,16.612790546160532,207.1363456036588,64.74349585267595,11.532631842259185,16.440579788034192,1.5581490017186725,1.1401061659811234,-0.07064905011259648,True
VA,83.99615532691836,507.0646773598757,361-5225,no,no,-1.3615795750625594,141.12720295378537,64.73020316512454,21.177571235109056,194.42951377022226,105.41361576448557,16.34953818108195,107.63557276549355,95.90700131763067,3.605007695529296,10.89656901401738,6.489530610744376,5.770978439644657,0.5142092744237714,False
DE,154.70454354647174,423.44334235979846,364-1134,no,no,-3.627363914042868,199.5673859479256,102.62422913005427,36.55990456676061,188.9526535928921,100.42078100978884,20.877810499900427,192.23187911336703,118.94345811558232,8.085587350962124,5.843518173528063,3.312824345203185,3.7715287651613787,0.6678837853023801,True
WY,78.73010506386754,416.1257724345002,328-8980,no,no,5.205221887542827,123.90476942286408,102.41720241839775,24.810000929910224,173.57648550178618,111.0466727889622,12.150886000859728,257.00180255760705,58.81939655180398,17.113540142017683,11.451904022044037,7.373686931807283,1.732302933549592,1.8438511405204934,False
OK,77.76084536728081,416.142487758513,391-1737,no,no,4.639834232290722,253.52201690883845,97.07938743391423,50.02773474826277,183.251743415954,108.918114310268,17.852305623260218,268.4103418983,107.37163163844522,14.688712920478924,9.156026783903629,10.360535920149486,1.4741044415750952,-1.9451879659284366,False
VT,84.93799669812591,416.5752879219178,339-9453,no,no,2.6513548837858836,177.59034880716442,69.71797593591558,32.5698839515126,194.01356984684955,82.31664190477109,5.806909837410155,128.81938952406028,94.52474041719759,9.793294175717037,8.72119615023154,9.196411472809675,2.143808579368202,3.5000937809219987,False
